TABLE,2,9.20500278473
TABLE,4,10.5079090595
TABLE,8,10.4309458733
TABLE,16,10.5980298519
TABLE,32,11.0005919933
TABLE,64,11.1809654236
TABLE,128,12.7178645134
TABLE,256,14.2905519009
